time;queries_in_system;time_in_queues;rejected_connections;parallel_query;load_ratio;TZ00:00
2025-05-22T11:54:41Z00:00;23;0;0;23;0.36;
2025-05-22T11:55:11Z00:00;79;9;0;79;1.23;
2025-05-22T11:55:41Z00:00;38;1;0;38;0.59;
2025-05-22T11:56:11Z00:00;24;1;0;24;0.38;
2025-05-22T11:56:41Z00:00;35;0;0;35;0.55;
2025-05-22T11:57:11Z00:00;28;0;0;28;0.44;
2025-05-22T11:57:41Z00:00;44;0;0;44;0.69;
2025-05-22T11:58:11Z00:00;30;14;0;30;0.47;
2025-05-22T11:58:41Z00:00;25;0;0;25;0.39;
2025-05-22T11:59:11Z00:00;39;0;0;39;0.61;
2025-05-22T11:59:41Z00:00;16;0;0;16;0.25;
2025-05-22T12:00:11Z00:00;25;0;0;25;0.39;
2025-05-22T12:00:41Z00:00;27;1;0;27;0.42;
2025-05-22T12:01:11Z00:00;20;0;0;20;0.31;
2025-05-22T12:01:41Z00:00;31;0;0;31;0.48;
2025-05-22T12:02:11Z00:00;28;0;0;28;0.44;
2025-05-22T12:02:41Z00:00;21;0;0;21;0.33;
2025-05-22T12:03:11Z00:00;15;0;0;15;0.23;
2025-05-22T12:03:41Z00:00;110;5;0;110;1.72;
2025-05-22T12:04:11Z00:00;55;45;0;55;0.86;
2025-05-22T12:04:41Z00:00;34;0;0;34;0.53;
2025-05-22T12:05:11Z00:00;20;0;0;20;0.31;
2025-05-22T12:05:41Z00:00;27;1;0;27;0.42;
2025-05-22T12:06:11Z00:00;24;1;0;24;0.38;
2025-05-22T12:06:41Z00:00;19;0;0;19;0.30;
2025-05-22T12:07:11Z00:00;18;0;0;18;0.28;
2025-05-22T12:07:41Z00:00;22;3;0;22;0.34;
2025-05-22T12:08:11Z00:00;22;0;0;22;0.34;
2025-05-22T12:08:41Z00:00;55;70;0;55;0.86;
2025-05-22T12:09:11Z00:00;25;0;0;25;0.39;
2025-05-22T12:09:41Z00:00;22;1;0;22;0.34;
2025-05-22T12:10:11Z00:00;20;4;0;20;0.31;
2025-05-22T12:10:41Z00:00;37;0;0;37;0.58;
2025-05-22T12:11:11Z00:00;32;13;0;32;0.50;
2025-05-22T12:11:41Z00:00;16;0;0;16;0.25;
2025-05-22T12:12:11Z00:00;13;0;0;13;0.20;
2025-05-22T12:12:41Z00:00;12;0;0;12;0.19;
2025-05-22T12:13:11Z00:00;46;40;0;45;0.70;
2025-05-22T12:13:41Z00:00;20;0;0;20;0.31;
2025-05-22T12:14:11Z00:00;21;0;0;21;0.33;
2025-05-22T12:14:41Z00:00;42;0;0;42;0.66;
2025-05-22T12:15:11Z00:00;21;0;0;21;0.33;
2025-05-22T12:15:41Z00:00;34;1;0;34;0.53;
2025-05-22T12:16:11Z00:00;39;1;0;39;0.61;
2025-05-22T12:16:41Z00:00;52;98;0;52;0.81;
2025-05-22T12:17:11Z00:00;114;165;0;114;1.78;
2025-05-22T12:17:41Z00:00;37;1;0;37;0.58;
2025-05-22T12:18:11Z00:00;53;1;0;53;0.83;
2025-05-22T12:18:41Z00:00;45;0;0;45;0.70;
2025-05-22T12:19:11Z00:00;18;0;0;18;0.28;
2025-05-22T12:19:41Z00:00;27;0;0;27;0.42;
2025-05-22T12:20:11Z00:00;28;0;0;28;0.44;
2025-05-22T12:20:41Z00:00;31;3;0;31;0.48;
2025-05-22T12:21:11Z00:00;26;0;0;26;0.41;
2025-05-22T12:21:41Z00:00;29;1;0;29;0.45;
2025-05-22T12:22:11Z00:00;16;1;0;16;0.25;
2025-05-22T12:22:41Z00:00;18;6;0;18;0.28;
2025-05-22T12:23:11Z00:00;28;0;0;28;0.44;
2025-05-22T12:23:41Z00:00;64;1;0;64;1.00;
2025-05-22T12:24:11Z00:00;21;0;0;21;0.33;
2025-05-22T12:24:41Z00:00;29;0;0;29;0.45;
2025-05-22T12:25:11Z00:00;31;32;0;31;0.48;
2025-05-22T12:25:41Z00:00;41;1;0;41;0.64;
2025-05-22T12:26:11Z00:00;32;0;0;32;0.50;
2025-05-22T12:26:41Z00:00;55;0;0;55;0.86;
2025-05-22T12:27:11Z00:00;18;0;0;18;0.28;
2025-05-22T12:27:41Z00:00;31;3;0;31;0.48;
2025-05-22T12:28:11Z00:00;24;0;0;24;0.38;
2025-05-22T12:28:41Z00:00;43;0;0;43;0.67;
2025-05-22T12:29:11Z00:00;36;0;0;36;0.56;
2025-05-22T12:29:41Z00:00;19;1;0;19;0.30;
2025-05-22T12:30:11Z00:00;21;0;0;21;0.33;
2025-05-22T12:30:41Z00:00;33;0;0;33;0.52;
2025-05-22T12:31:11Z00:00;21;1;0;21;0.33;
2025-05-22T12:31:41Z00:00;34;0;0;34;0.53;
2025-05-22T12:32:11Z00:00;21;11;0;21;0.33;
2025-05-22T12:32:41Z00:00;15;0;0;15;0.23;
2025-05-22T12:33:11Z00:00;52;10;0;52;0.81;
2025-05-22T12:33:41Z00:00;71;152;0;71;1.11;
2025-05-22T12:34:11Z00:00;13;0;0;13;0.20;
2025-05-22T12:34:41Z00:00;26;0;0;26;0.41;
2025-05-22T12:35:11Z00:00;29;0;0;29;0.45;
2025-05-22T12:35:41Z00:00;33;1;0;33;0.52;
2025-05-22T12:36:11Z00:00;37;0;0;37;0.58;
2025-05-22T12:36:41Z00:00;42;0;0;42;0.66;
2025-05-22T12:37:11Z00:00;27;1;0;27;0.42;
2025-05-22T12:37:41Z00:00;57;136;0;57;0.89;
2025-05-22T12:38:11Z00:00;22;0;0;22;0.34;
2025-05-22T12:38:41Z00:00;54;151;0;54;0.84;
2025-05-22T12:39:11Z00:00;16;0;0;16;0.25;
2025-05-22T12:39:41Z00:00;24;2;0;24;0.38;
2025-05-22T12:40:11Z00:00;20;0;0;20;0.31;
2025-05-22T12:40:41Z00:00;35;12;0;35;0.55;
2025-05-22T12:41:11Z00:00;32;4;0;32;0.50;
2025-05-22T12:41:41Z00:00;19;0;0;19;0.30;
2025-05-22T12:42:11Z00:00;22;0;0;22;0.34;
2025-05-22T12:42:41Z00:00;16;0;0;16;0.25;
2025-05-22T12:43:11Z00:00;12;0;0;12;0.19;
2025-05-22T12:43:41Z00:00;48;58;0;48;0.75;
2025-05-22T12:44:11Z00:00;14;0;0;14;0.22;
2025-05-22T12:44:41Z00:00;29;3;0;29;0.45;
2025-05-22T12:45:11Z00:00;22;0;0;22;0.34;
2025-05-22T12:45:41Z00:00;35;0;0;35;0.55;
2025-05-22T12:46:11Z00:00;33;0;0;33;0.52;
2025-05-22T12:46:41Z00:00;22;3;0;22;0.34;
2025-05-22T12:47:11Z00:00;24;0;0;24;0.38;
2025-05-22T12:47:41Z00:00;37;0;0;37;0.58;
2025-05-22T12:48:11Z00:00;23;0;0;23;0.36;
2025-05-22T12:48:41Z00:00;94;622;0;94;1.47;
2025-05-22T12:49:11Z00:00;20;0;0;20;0.31;
2025-05-22T12:49:41Z00:00;57;8;0;57;0.89;
2025-05-22T12:50:11Z00:00;16;0;0;16;0.25;
2025-05-22T12:50:41Z00:00;23;10;0;23;0.36;
2025-05-22T12:51:11Z00:00;27;0;0;27;0.42;
2025-05-22T12:51:41Z00:00;48;1;0;48;0.75;
2025-05-22T12:52:11Z00:00;36;0;0;36;0.56;
2025-05-22T12:52:41Z00:00;56;0;0;56;0.88;
2025-05-22T12:53:11Z00:00;31;0;0;31;0.48;
2025-05-22T12:53:41Z00:00;32;14;0;32;0.50;
2025-05-22T12:54:11Z00:00;21;0;0;21;0.33;
2025-05-22T12:54:41Z00:00;17;2;0;17;0.27;
2025-05-22T12:55:11Z00:00;19;1;0;19;0.30;
2025-05-22T12:55:41Z00:00;36;7;0;36;0.56;
2025-05-22T12:56:11Z00:00;32;1;0;32;0.50;
2025-05-22T12:56:41Z00:00;23;0;0;23;0.36;
2025-05-22T12:57:11Z00:00;57;1;0;57;0.89;
2025-05-22T12:57:41Z00:00;45;0;0;45;0.70;
2025-05-22T12:58:11Z00:00;30;1;0;30;0.47;
2025-05-22T12:58:41Z00:00;16;0;0;16;0.25;
2025-05-22T12:59:11Z00:00;20;0;0;20;0.31;
2025-05-22T12:59:41Z00:00;17;0;0;17;0.27;
2025-05-22T13:00:11Z00:00;17;0;0;17;0.27;
2025-05-22T13:00:41Z00:00;41;0;0;41;0.64;
2025-05-22T13:01:11Z00:00;32;0;0;32;0.50;
2025-05-22T13:01:41Z00:00;33;1;0;33;0.52;
2025-05-22T13:02:11Z00:00;26;0;0;26;0.41;
2025-05-22T13:02:41Z00:00;24;0;0;24;0.38;
2025-05-22T13:03:11Z00:00;14;5;0;14;0.22;
2025-05-22T13:03:41Z00:00;49;21;0;49;0.77;
2025-05-22T13:04:11Z00:00;18;0;0;18;0.28;
2025-05-22T13:04:41Z00:00;17;1;0;17;0.27;
2025-05-22T13:05:11Z00:00;21;0;0;21;0.33;
2025-05-22T13:05:41Z00:00;41;4;0;41;0.64;
2025-05-22T13:06:11Z00:00;21;0;0;21;0.33;
2025-05-22T13:06:41Z00:00;19;0;0;19;0.30;
2025-05-22T13:07:11Z00:00;33;0;0;33;0.52;
2025-05-22T13:07:41Z00:00;24;0;0;24;0.38;
2025-05-22T13:08:11Z00:00;28;0;0;28;0.44;
2025-05-22T13:08:41Z00:00;76;0;0;76;1.19;
2025-05-22T13:09:11Z00:00;26;64;0;26;0.41;
2025-05-22T13:09:41Z00:00;29;1;0;29;0.45;
2025-05-22T13:10:11Z00:00;39;163;0;39;0.61;
2025-05-22T13:10:41Z00:00;44;0;0;44;0.69;
2025-05-22T13:11:11Z00:00;27;0;0;27;0.42;
2025-05-22T13:11:41Z00:00;29;0;0;29;0.45;
2025-05-22T13:12:11Z00:00;20;0;0;20;0.31;
2025-05-22T13:12:41Z00:00;28;0;0;28;0.44;
2025-05-22T13:13:11Z00:00;21;0;0;21;0.33;
2025-05-22T13:13:41Z00:00;30;0;0;30;0.47;
2025-05-22T13:14:11Z00:00;29;0;0;29;0.45;
2025-05-22T13:14:41Z00:00;22;5;0;22;0.34;
2025-05-22T13:15:11Z00:00;24;0;0;24;0.38;
2025-05-22T13:15:41Z00:00;30;1;0;30;0.47;
2025-05-22T13:16:11Z00:00;24;63;0;24;0.38;
2025-05-22T13:16:41Z00:00;26;0;0;26;0.41;
2025-05-22T13:17:11Z00:00;21;0;0;21;0.33;
2025-05-22T13:17:41Z00:00;22;8;0;22;0.34;
2025-05-22T13:18:11Z00:00;35;1;0;35;0.55;
2025-05-22T13:18:41Z00:00;92;164;0;92;1.44;
2025-05-22T13:19:11Z00:00;33;1;0;33;0.52;
2025-05-22T13:19:41Z00:00;19;0;0;19;0.30;
2025-05-22T13:20:11Z00:00;22;0;0;22;0.34;
2025-05-22T13:20:41Z00:00;24;0;0;24;0.38;
2025-05-22T13:21:11Z00:00;52;19;0;52;0.81;
2025-05-22T13:21:41Z00:00;24;0;0;24;0.38;
2025-05-22T13:22:11Z00:00;57;0;0;57;0.89;
2025-05-22T13:22:41Z00:00;33;0;0;33;0.52;
2025-05-22T13:23:11Z00:00;27;3;0;27;0.42;
2025-05-22T13:23:41Z00:00;48;5;0;48;0.75;
2025-05-22T13:24:11Z00:00;46;0;0;46;0.72;
2025-05-22T13:24:41Z00:00;29;0;0;29;0.45;
2025-05-22T13:25:11Z00:00;25;0;0;25;0.39;
2025-05-22T13:25:41Z00:00;24;14;0;24;0.38;
2025-05-22T13:26:11Z00:00;26;0;0;26;0.41;
2025-05-22T13:26:41Z00:00;34;0;0;34;0.53;
2025-05-22T13:27:11Z00:00;43;0;0;43;0.67;
2025-05-22T13:27:41Z00:00;26;1;0;26;0.41;
2025-05-22T13:28:11Z00:00;45;0;0;45;0.70;
2025-05-22T13:28:41Z00:00;62;103;0;62;0.97;
2025-05-22T13:29:11Z00:00;13;1;0;13;0.20;
2025-05-22T13:29:41Z00:00;27;12;0;27;0.42;
2025-05-22T13:30:11Z00:00;23;0;0;23;0.36;
2025-05-22T13:30:41Z00:00;35;6;0;35;0.55;
2025-05-22T13:31:11Z00:00;42;1;0;42;0.66;
2025-05-22T13:31:41Z00:00;31;4;0;31;0.48;
2025-05-22T13:32:11Z00:00;26;0;0;26;0.41;
2025-05-22T13:32:41Z00:00;30;2;0;30;0.47;
2025-05-22T13:33:11Z00:00;93;42;0;93;1.45;
2025-05-22T13:33:41Z00:00;36;0;0;36;0.56;
2025-05-22T13:34:11Z00:00;25;0;0;25;0.39;
2025-05-22T13:34:41Z00:00;34;0;0;34;0.53;
2025-05-22T13:35:11Z00:00;25;1;0;25;0.39;
2025-05-22T13:35:41Z00:00;35;0;0;35;0.55;
2025-05-22T13:36:11Z00:00;35;0;0;35;0.55;
2025-05-22T13:36:41Z00:00;22;0;0;22;0.34;
2025-05-22T13:37:11Z00:00;29;0;0;29;0.45;
2025-05-22T13:37:41Z00:00;22;1;0;22;0.34;
2025-05-22T13:38:11Z00:00;43;0;0;43;0.67;
2025-05-22T13:38:41Z00:00;31;109;0;31;0.48;
2025-05-22T13:39:11Z00:00;69;14;0;69;1.08;
2025-05-22T13:39:41Z00:00;43;0;0;43;0.67;
2025-05-22T13:40:11Z00:00;30;0;0;30;0.47;
2025-05-22T13:40:41Z00:00;52;2;0;52;0.81;
2025-05-22T13:41:11Z00:00;20;1;0;20;0.31;
2025-05-22T13:41:41Z00:00;42;0;0;42;0.66;
2025-05-22T13:42:11Z00:00;22;0;0;22;0.34;
2025-05-22T13:42:41Z00:00;17;15;0;17;0.27;
2025-05-22T13:43:11Z00:00;55;124;0;55;0.86;
2025-05-22T13:43:41Z00:00;53;0;0;53;0.83;
2025-05-22T13:44:11Z00:00;23;0;0;23;0.36;
2025-05-22T13:44:41Z00:00;19;4;0;19;0.30;
2025-05-22T13:45:11Z00:00;23;0;0;23;0.36;
2025-05-22T13:45:41Z00:00;24;0;0;24;0.38;
2025-05-22T13:46:11Z00:00;21;1;0;21;0.33;
2025-05-22T13:46:41Z00:00;56;246;0;55;0.86;
2025-05-22T13:47:11Z00:00;38;1;0;38;0.59;
2025-05-22T13:47:41Z00:00;79;181;0;79;1.23;
2025-05-22T13:48:11Z00:00;33;0;0;33;0.52;
2025-05-22T13:48:41Z00:00;61;0;0;61;0.95;
2025-05-22T13:49:11Z00:00;24;0;0;24;0.38;
2025-05-22T13:49:41Z00:00;28;0;0;28;0.44;
2025-05-22T13:50:11Z00:00;29;3;0;29;0.45;
2025-05-22T13:50:41Z00:00;32;7;0;32;0.50;
2025-05-22T13:51:11Z00:00;25;1;0;25;0.39;
2025-05-22T13:51:41Z00:00;25;0;0;25;0.39;
2025-05-22T13:52:11Z00:00;53;0;0;53;0.83;
2025-05-22T13:52:41Z00:00;43;1;0;43;0.67;
2025-05-22T13:53:11Z00:00;34;1;0;34;0.53;
2025-05-22T13:53:41Z00:00;19;0;0;19;0.30;
2025-05-22T13:54:11Z00:00;23;0;0;23;0.36;
2025-05-22T13:54:41Z00:00;71;0;0;71;1.11;
2025-05-22T13:55:11Z00:00;27;0;0;27;0.42;
2025-05-22T13:55:41Z00:00;25;1;0;25;0.39;
2025-05-22T13:56:11Z00:00;21;6;0;21;0.33;
2025-05-22T13:56:41Z00:00;24;3;0;24;0.38;
2025-05-22T13:57:11Z00:00;20;0;0;20;0.31;
2025-05-22T13:57:41Z00:00;20;0;0;20;0.31;
2025-05-22T13:58:11Z00:00;29;0;0;29;0.45;
2025-05-22T13:58:42Z00:00;89;1;0;89;1.39;
2025-05-22T13:59:12Z00:00;80;44;0;80;1.25;
2025-05-22T13:59:42Z00:00;18;0;0;18;0.28;
2025-05-22T14:00:12Z00:00;28;0;0;28;0.44;
2025-05-22T14:00:42Z00:00;22;1;0;22;0.34;
2025-05-22T14:01:12Z00:00;22;0;0;22;0.34;
2025-05-22T14:01:42Z00:00;45;9;0;45;0.70;
2025-05-22T14:02:12Z00:00;14;1;0;14;0.22;
2025-05-22T14:02:42Z00:00;32;1;0;32;0.50;
2025-05-22T14:03:12Z00:00;51;1;0;51;0.80;
2025-05-22T14:03:42Z00:00;66;103;0;66;1.03;
2025-05-22T14:04:12Z00:00;38;0;0;38;0.59;
2025-05-22T14:04:42Z00:00;45;0;0;45;0.70;
2025-05-22T14:05:12Z00:00;23;0;0;23;0.36;
2025-05-22T14:05:42Z00:00;30;1;0;30;0.47;
2025-05-22T14:06:12Z00:00;43;11;0;43;0.67;
2025-05-22T14:06:42Z00:00;48;0;0;48;0.75;
2025-05-22T14:07:12Z00:00;64;190;0;62;0.97;
2025-05-22T14:07:42Z00:00;29;1;0;29;0.45;
2025-05-22T14:08:12Z00:00;16;1;0;16;0.25;
2025-05-22T14:08:42Z00:00;27;0;0;27;0.42;
2025-05-22T14:09:12Z00:00;31;0;0;31;0.48;
2025-05-22T14:09:42Z00:00;36;108;0;35;0.55;
2025-05-22T14:10:12Z00:00;22;0;0;22;0.34;
2025-05-22T14:10:42Z00:00;35;8;0;35;0.55;
2025-05-22T14:11:12Z00:00;22;1;0;22;0.34;
2025-05-22T14:11:42Z00:00;32;0;0;32;0.50;
2025-05-22T14:12:12Z00:00;21;0;0;21;0.33;
2025-05-22T14:12:42Z00:00;35;0;0;35;0.55;
2025-05-22T14:13:12Z00:00;52;0;0;52;0.81;
2025-05-22T14:13:42Z00:00;32;1;0;32;0.50;
2025-05-22T14:14:12Z00:00;30;0;0;30;0.47;
2025-05-22T14:14:42Z00:00;22;0;0;22;0.34;
2025-05-22T14:15:12Z00:00;20;0;0;20;0.31;
2025-05-22T14:15:42Z00:00;24;0;0;24;0.38;
2025-05-22T14:16:12Z00:00;49;1;0;49;0.77;
2025-05-22T14:16:42Z00:00;26;1;0;26;0.41;
2025-05-22T14:17:12Z00:00;102;2;0;102;1.59;
2025-05-22T14:17:42Z00:00;26;59;0;26;0.41;
2025-05-22T14:18:12Z00:00;73;0;0;73;1.14;
2025-05-22T14:18:42Z00:00;59;29;0;59;0.92;
2025-05-22T14:19:12Z00:00;82;5;0;82;1.28;
2025-05-22T14:19:42Z00:00;19;0;0;19;0.30;
2025-05-22T14:20:12Z00:00;55;14;0;55;0.86;
2025-05-22T14:20:42Z00:00;37;0;0;37;0.58;
2025-05-22T14:21:12Z00:00;30;0;0;30;0.47;
2025-05-22T14:21:42Z00:00;24;0;0;24;0.38;
2025-05-22T14:22:12Z00:00;22;0;0;22;0.34;
2025-05-22T14:22:42Z00:00;14;0;0;14;0.22;
2025-05-22T14:23:12Z00:00;14;1;0;14;0.22;
2025-05-22T14:23:42Z00:00;31;0;0;31;0.48;
2025-05-22T14:24:12Z00:00;12;0;0;12;0.19;
2025-05-22T14:24:42Z00:00;48;0;0;48;0.75;
2025-05-22T14:25:12Z00:00;17;0;0;17;0.27;
2025-05-22T14:25:42Z00:00;25;1;0;25;0.39;
2025-05-22T14:26:12Z00:00;25;2;0;25;0.39;
2025-05-22T14:26:42Z00:00;54;0;0;54;0.84;
2025-05-22T14:27:12Z00:00;20;1;0;20;0.31;
2025-05-22T14:27:42Z00:00;15;0;0;15;0.23;
2025-05-22T14:28:12Z00:00;44;8;0;44;0.69;
2025-05-22T14:28:42Z00:00;95;36;0;95;1.48;
2025-05-22T14:29:12Z00:00;40;0;0;40;0.62;
2025-05-22T14:29:42Z00:00;16;0;0;16;0.25;
2025-05-22T14:30:12Z00:00;15;0;0;15;0.23;
2025-05-22T14:30:42Z00:00;48;1;0;48;0.75;
2025-05-22T14:31:12Z00:00;25;1;0;25;0.39;
2025-05-22T14:31:42Z00:00;64;0;0;64;1.00;
2025-05-22T14:32:12Z00:00;50;0;0;50;0.78;
2025-05-22T14:32:42Z00:00;44;0;0;44;0.69;
2025-05-22T14:33:12Z00:00;31;3;0;31;0.48;
2025-05-22T14:33:42Z00:00;42;17;0;42;0.66;
2025-05-22T14:34:12Z00:00;25;0;0;25;0.39;
2025-05-22T14:34:42Z00:00;36;7;0;36;0.56;
2025-05-22T14:35:12Z00:00;29;0;0;29;0.45;
2025-05-22T14:35:42Z00:00;32;0;0;32;0.50;
2025-05-22T14:36:12Z00:00;36;0;0;36;0.56;
2025-05-22T14:36:42Z00:00;25;0;0;25;0.39;
2025-05-22T14:37:12Z00:00;22;0;0;22;0.34;
2025-05-22T14:37:42Z00:00;23;8;0;23;0.36;
2025-05-22T14:38:12Z00:00;52;58;0;52;0.81;
2025-05-22T14:38:42Z00:00;34;119;0;34;0.53;
2025-05-22T14:39:12Z00:00;15;0;0;15;0.23;
2025-05-22T14:39:42Z00:00;57;1;0;57;0.89;
2025-05-22T14:40:12Z00:00;40;2;0;40;0.62;
2025-05-22T14:40:42Z00:00;30;0;0;30;0.47;
2025-05-22T14:41:12Z00:00;30;0;0;30;0.47;
2025-05-22T14:41:42Z00:00;32;114;0;32;0.50;
2025-05-22T14:42:12Z00:00;20;0;0;20;0.31;
2025-05-22T14:42:42Z00:00;22;0;0;22;0.34;
2025-05-22T14:43:12Z00:00;33;32;0;33;0.52;
2025-05-22T14:43:42Z00:00;15;0;0;15;0.23;
2025-05-22T14:44:12Z00:00;13;0;0;13;0.20;
2025-05-22T14:44:42Z00:00;29;0;0;29;0.45;
2025-05-22T14:45:12Z00:00;42;0;0;42;0.66;
2025-05-22T14:45:42Z00:00;51;1;0;51;0.80;
2025-05-22T14:46:12Z00:00;32;0;0;32;0.50;
2025-05-22T14:46:42Z00:00;44;7;0;44;0.69;
2025-05-22T14:47:12Z00:00;44;48;0;44;0.69;
2025-05-22T14:47:42Z00:00;96;127;0;96;1.50;
2025-05-22T14:48:12Z00:00;23;0;0;23;0.36;
2025-05-22T14:48:42Z00:00;27;0;0;27;0.42;
2025-05-22T14:49:12Z00:00;16;0;0;16;0.25;
2025-05-22T14:49:42Z00:00;16;0;0;16;0.25;
2025-05-22T14:50:12Z00:00;24;1;0;24;0.38;
2025-05-22T14:50:42Z00:00;37;0;0;37;0.58;
2025-05-22T14:51:12Z00:00;30;1;0;30;0.47;
2025-05-22T14:51:42Z00:00;56;1;0;56;0.88;
2025-05-22T14:52:12Z00:00;35;0;0;35;0.55;
2025-05-22T14:52:42Z00:00;58;0;0;58;0.91;
2025-05-22T14:53:12Z00:00;31;59;0;31;0.48;
2025-05-22T14:53:42Z00:00;17;0;0;17;0.27;
2025-05-22T14:54:12Z00:00;19;0;0;19;0.30;
2025-05-22T14:54:42Z00:00;70;0;0;70;1.09;
2025-05-22T14:55:12Z00:00;25;0;0;25;0.39;
2025-05-22T14:55:42Z00:00;35;0;0;35;0.55;
2025-05-22T14:56:12Z00:00;27;0;0;27;0.42;
2025-05-22T14:56:42Z00:00;26;1;0;26;0.41;
2025-05-22T14:57:12Z00:00;29;0;0;29;0.45;
2025-05-22T14:57:42Z00:00;27;19;0;27;0.42;
2025-05-22T14:58:12Z00:00;40;0;0;40;0.62;
2025-05-22T14:58:42Z00:00;48;151;0;48;0.75;
2025-05-22T14:59:12Z00:00;69;1;0;69;1.08;
2025-05-22T14:59:42Z00:00;56;353;0;56;0.88;
2025-05-22T15:00:12Z00:00;18;0;0;18;0.28;
2025-05-22T15:00:42Z00:00;33;0;0;33;0.52;
2025-05-22T15:01:12Z00:00;55;0;0;54;0.84;
2025-05-22T15:01:42Z00:00;21;1;0;21;0.33;
2025-05-22T15:02:12Z00:00;18;0;0;18;0.28;
2025-05-22T15:02:42Z00:00;43;7;0;43;0.67;
2025-05-22T15:03:12Z00:00;26;0;0;26;0.41;
2025-05-22T15:03:42Z00:00;41;37;0;41;0.64;
2025-05-22T15:04:12Z00:00;15;0;0;15;0.23;
2025-05-22T15:04:42Z00:00;20;3;0;20;0.31;
2025-05-22T15:05:12Z00:00;26;0;0;26;0.41;
2025-05-22T15:05:42Z00:00;39;0;0;39;0.61;
2025-05-22T15:06:12Z00:00;32;1;0;32;0.50;
2025-05-22T15:06:42Z00:00;22;0;0;22;0.34;
2025-05-22T15:07:12Z00:00;72;58;0;71;1.11;
2025-05-22T15:07:42Z00:00;22;1;0;22;0.34;
2025-05-22T15:08:12Z00:00;24;0;0;24;0.38;
2025-05-22T15:08:42Z00:00;25;0;0;25;0.39;
2025-05-22T15:09:12Z00:00;38;0;0;38;0.59;
2025-05-22T15:09:42Z00:00;31;0;0;31;0.48;
2025-05-22T15:10:12Z00:00;22;0;0;22;0.34;
2025-05-22T15:10:42Z00:00;74;12;0;74;1.16;
2025-05-22T15:11:12Z00:00;43;1;0;43;0.67;
2025-05-22T15:11:42Z00:00;20;0;0;20;0.31;
2025-05-22T15:12:12Z00:00;24;1;0;24;0.38;
2025-05-22T15:12:42Z00:00;27;0;0;27;0.42;
2025-05-22T15:13:12Z00:00;23;0;0;23;0.36;
2025-05-22T15:13:42Z00:00;16;0;0;16;0.25;
2025-05-22T15:14:12Z00:00;23;0;0;23;0.36;
2025-05-22T15:14:42Z00:00;16;0;0;16;0.25;
2025-05-22T15:15:12Z00:00;22;5;0;22;0.34;
2025-05-22T15:15:42Z00:00;38;2;0;38;0.59;
2025-05-22T15:16:12Z00:00;37;4;0;37;0.58;
2025-05-22T15:16:42Z00:00;54;0;0;54;0.84;
2025-05-22T15:17:13Z00:00;74;0;0;74;1.16;
2025-05-22T15:17:43Z00:00;83;1;0;82;1.28;
2025-05-22T15:18:13Z00:00;34;3;0;34;0.53;
2025-05-22T15:18:43Z00:00;19;0;0;19;0.30;
2025-05-22T15:19:13Z00:00;37;0;0;37;0.58;
2025-05-22T15:19:43Z00:00;41;0;0;41;0.64;
2025-05-22T15:20:13Z00:00;24;1;0;24;0.38;
2025-05-22T15:20:43Z00:00;28;1;0;28;0.44;
2025-05-22T15:21:13Z00:00;21;2;0;21;0.33;
2025-05-22T15:21:43Z00:00;30;0;0;30;0.47;
2025-05-22T15:22:13Z00:00;26;15;0;26;0.41;
2025-05-22T15:22:43Z00:00;12;0;0;12;0.19;
2025-05-22T15:23:13Z00:00;85;0;0;85;1.33;
2025-05-22T15:23:43Z00:00;62;32;0;62;0.97;
2025-05-22T15:24:13Z00:00;20;18;0;20;0.31;
2025-05-22T15:24:43Z00:00;55;7;0;55;0.86;
2025-05-22T15:25:13Z00:00;21;1;0;21;0.33;
2025-05-22T15:25:43Z00:00;31;83;0;31;0.48;
2025-05-22T15:26:13Z00:00;15;0;0;15;0.23;
2025-05-22T15:26:43Z00:00;40;34;0;40;0.62;
2025-05-22T15:27:13Z00:00;16;0;0;16;0.25;
2025-05-22T15:27:43Z00:00;51;60;0;51;0.80;
2025-05-22T15:28:13Z00:00;27;0;0;27;0.42;
2025-05-22T15:28:43Z00:00;78;3;0;78;1.22;
2025-05-22T15:29:13Z00:00;17;1;0;17;0.27;
2025-05-22T15:29:43Z00:00;21;1;0;21;0.33;
2025-05-22T15:30:13Z00:00;26;0;0;26;0.41;
2025-05-22T15:30:43Z00:00;29;0;0;29;0.45;
2025-05-22T15:31:13Z00:00;30;0;0;30;0.47;
2025-05-22T15:31:43Z00:00;20;0;0;20;0.31;
2025-05-22T15:32:13Z00:00;27;0;0;27;0.42;
2025-05-22T15:32:43Z00:00;20;0;0;20;0.31;
2025-05-22T15:33:13Z00:00;31;5;0;31;0.48;
2025-05-22T15:33:43Z00:00;51;3;0;51;0.80;
2025-05-22T15:34:13Z00:00;28;1;0;28;0.44;
2025-05-22T15:34:43Z00:00;15;0;0;15;0.23;
2025-05-22T15:35:13Z00:00;20;0;0;20;0.31;
2025-05-22T15:35:43Z00:00;26;2;0;26;0.41;
2025-05-22T15:36:13Z00:00;25;0;0;25;0.39;
2025-05-22T15:36:43Z00:00;26;0;0;26;0.41;
2025-05-22T15:37:13Z00:00;44;0;0;44;0.69;
2025-05-22T15:37:43Z00:00;28;0;0;28;0.44;
2025-05-22T15:38:13Z00:00;19;1;0;19;0.30;
2025-05-22T15:38:43Z00:00;30;13;0;30;0.47;
2025-05-22T15:39:13Z00:00;108;4;0;108;1.69;
