time;queries_in_system;time_in_queues;rejected_connections;parallel_query;load_ratio;TZ00:00
2025-05-22T15:39:43Z00:00;21;0;0;21;0.33;
2025-05-22T15:40:13Z00:00;30;10;0;30;0.47;
2025-05-22T15:40:43Z00:00;34;0;0;34;0.53;
2025-05-22T15:41:13Z00:00;32;1;0;32;0.50;
2025-05-22T15:41:43Z00:00;26;0;0;26;0.41;
2025-05-22T15:42:13Z00:00;37;17;0;37;0.58;
2025-05-22T15:42:43Z00:00;20;0;0;20;0.31;
2025-05-22T15:43:13Z00:00;28;0;0;28;0.44;
2025-05-22T15:43:43Z00:00;25;1;0;25;0.39;
2025-05-22T15:44:13Z00:00;20;6;0;20;0.31;
2025-05-22T15:44:43Z00:00;25;19;0;25;0.39;
2025-05-22T15:45:13Z00:00;22;0;0;22;0.34;
2025-05-22T15:45:43Z00:00;29;0;0;29;0.45;
2025-05-22T15:46:13Z00:00;22;0;0;22;0.34;
2025-05-22T15:46:43Z00:00;36;0;0;36;0.56;
2025-05-22T15:47:13Z00:00;23;0;0;23;0.36;
2025-05-22T15:47:43Z00:00;17;40;0;17;0.27;
2025-05-22T15:48:13Z00:00;24;11;0;24;0.38;
2025-05-22T15:48:43Z00:00;67;95;0;67;1.05;
2025-05-22T15:49:13Z00:00;23;0;0;23;0.36;
2025-05-22T15:49:43Z00:00;86;0;0;86;1.34;
2025-05-22T15:50:13Z00:00;35;1;0;35;0.55;
2025-05-22T15:50:43Z00:00;31;0;0;31;0.48;
2025-05-22T15:51:13Z00:00;25;9;0;25;0.39;
2025-05-22T15:51:43Z00:00;92;152;0;92;1.44;
2025-05-22T15:52:13Z00:00;40;4;0;40;0.62;
2025-05-22T15:52:43Z00:00;22;1;0;22;0.34;
2025-05-22T15:53:13Z00:00;50;1;0;50;0.78;
2025-05-22T15:53:43Z00:00;66;14;0;66;1.03;
2025-05-22T15:54:13Z00:00;16;3;0;16;0.25;
2025-05-22T15:54:43Z00:00;26;0;0;26;0.41;
2025-05-22T15:55:13Z00:00;48;3;0;48;0.75;
2025-05-22T15:55:43Z00:00;54;1;0;54;0.84;
2025-05-22T15:56:13Z00:00;31;4;0;31;0.48;
2025-05-22T15:56:43Z00:00;31;0;0;31;0.48;
2025-05-22T15:57:13Z00:00;47;3;0;47;0.73;
2025-05-22T15:57:43Z00:00;39;4;0;39;0.61;
2025-05-22T15:58:13Z00:00;45;4;0;45;0.70;
2025-05-22T15:58:43Z00:00;74;0;0;74;1.16;
2025-05-22T15:59:13Z00:00;14;1;0;14;0.22;
2025-05-22T15:59:43Z00:00;17;0;0;17;0.27;
2025-05-22T16:00:13Z00:00;24;1;0;24;0.38;
2025-05-22T16:00:43Z00:00;52;3;0;52;0.81;
2025-05-22T16:01:13Z00:00;42;2;0;42;0.66;
2025-05-22T16:01:43Z00:00;34;0;0;34;0.53;
2025-05-22T16:02:13Z00:00;21;5;0;21;0.33;
2025-05-22T16:02:43Z00:00;21;0;0;21;0.33;
2025-05-22T16:03:13Z00:00;28;5;0;28;0.44;
2025-05-22T16:03:43Z00:00;56;92;0;56;0.88;
2025-05-22T16:04:13Z00:00;13;2;0;13;0.20;
2025-05-22T16:04:43Z00:00;29;94;0;29;0.45;
2025-05-22T16:05:13Z00:00;28;0;0;28;0.44;
2025-05-22T16:05:43Z00:00;25;1;0;25;0.39;
2025-05-22T16:06:13Z00:00;28;0;0;28;0.44;
2025-05-22T16:06:43Z00:00;20;0;0;20;0.31;
2025-05-22T16:07:13Z00:00;30;2;0;30;0.47;
2025-05-22T16:07:43Z00:00;32;4;0;32;0.50;
2025-05-22T16:08:13Z00:00;25;0;0;25;0.39;
2025-05-22T16:08:43Z00:00;49;0;0;49;0.77;
2025-05-22T16:09:13Z00:00;18;0;0;18;0.28;
2025-05-22T16:09:43Z00:00;22;1;0;22;0.34;
2025-05-22T16:10:13Z00:00;25;1;0;25;0.39;
2025-05-22T16:10:43Z00:00;28;0;0;28;0.44;
2025-05-22T16:11:13Z00:00;40;0;0;40;0.62;
2025-05-22T16:11:43Z00:00;34;0;0;34;0.53;
2025-05-22T16:12:13Z00:00;28;0;0;28;0.44;
2025-05-22T16:12:43Z00:00;38;0;0;38;0.59;
2025-05-22T16:13:13Z00:00;22;0;0;22;0.34;
2025-05-22T16:13:43Z00:00;24;0;0;24;0.38;
2025-05-22T16:14:13Z00:00;30;0;0;30;0.47;
2025-05-22T16:14:43Z00:00;12;0;0;12;0.19;
2025-05-22T16:15:13Z00:00;21;0;0;21;0.33;
2025-05-22T16:15:43Z00:00;32;0;0;32;0.50;
2025-05-22T16:16:13Z00:00;62;1;0;62;0.97;
2025-05-22T16:16:43Z00:00;27;5;0;27;0.42;
2025-05-22T16:17:13Z00:00;73;0;0;73;1.14;
2025-05-22T16:17:43Z00:00;23;0;0;23;0.36;
2025-05-22T16:18:13Z00:00;22;0;0;22;0.34;
2025-05-22T16:18:43Z00:00;42;4;0;42;0.66;
2025-05-22T16:19:13Z00:00;30;0;0;30;0.47;
2025-05-22T16:19:43Z00:00;16;0;0;16;0.25;
2025-05-22T16:20:13Z00:00;33;0;0;33;0.52;
2025-05-22T16:20:43Z00:00;46;0;0;46;0.72;
2025-05-22T16:21:13Z00:00;31;1;0;31;0.48;
2025-05-22T16:21:43Z00:00;43;0;0;43;0.67;
2025-05-22T16:22:13Z00:00;30;1;0;30;0.47;
2025-05-22T16:22:43Z00:00;20;3;0;20;0.31;
2025-05-22T16:23:13Z00:00;22;1;0;22;0.34;
2025-05-22T16:23:43Z00:00;18;0;0;18;0.28;
2025-05-22T16:24:13Z00:00;61;3;0;61;0.95;
2025-05-22T16:24:43Z00:00;27;0;0;27;0.42;
2025-05-22T16:25:13Z00:00;49;1;0;49;0.77;
2025-05-22T16:25:43Z00:00;25;0;0;25;0.39;
2025-05-22T16:26:13Z00:00;24;2;0;24;0.38;
2025-05-22T16:26:43Z00:00;37;13;0;37;0.58;
2025-05-22T16:27:13Z00:00;17;2;0;17;0.27;
2025-05-22T16:27:43Z00:00;27;0;0;27;0.42;
2025-05-22T16:28:13Z00:00;20;0;0;20;0.31;
2025-05-22T16:28:43Z00:00;103;0;0;103;1.61;
2025-05-22T16:29:13Z00:00;29;0;0;29;0.45;
2025-05-22T16:29:43Z00:00;21;0;0;21;0.33;
2025-05-22T16:30:13Z00:00;25;0;0;25;0.39;
2025-05-22T16:30:43Z00:00;36;1;0;36;0.56;
2025-05-22T16:31:13Z00:00;41;0;0;41;0.64;
2025-05-22T16:31:43Z00:00;29;1;0;29;0.45;
2025-05-22T16:32:13Z00:00;27;8;0;27;0.42;
2025-05-22T16:32:43Z00:00;19;0;0;19;0.30;
2025-05-22T16:33:13Z00:00;17;6;0;17;0.27;
2025-05-22T16:33:43Z00:00;64;85;0;64;1.00;
2025-05-22T16:34:13Z00:00;41;0;0;41;0.64;
2025-05-22T16:34:43Z00:00;20;0;0;20;0.31;
2025-05-22T16:35:13Z00:00;22;0;0;22;0.34;
2025-05-22T16:35:43Z00:00;23;0;0;23;0.36;
2025-05-22T16:36:13Z00:00;24;61;0;24;0.38;
2025-05-22T16:36:43Z00:00;35;0;0;35;0.55;
2025-05-22T16:37:13Z00:00;35;0;0;35;0.55;
2025-05-22T16:37:43Z00:00;14;0;0;14;0.22;
2025-05-22T16:38:13Z00:00;18;1;0;18;0.28;
2025-05-22T16:38:43Z00:00;52;0;0;52;0.81;
2025-05-22T16:39:13Z00:00;32;0;0;32;0.50;
2025-05-22T16:39:43Z00:00;23;1;0;23;0.36;
2025-05-22T16:40:13Z00:00;22;0;0;22;0.34;
2025-05-22T16:40:43Z00:00;29;0;0;29;0.45;
2025-05-22T16:41:13Z00:00;38;0;0;38;0.59;
2025-05-22T16:41:43Z00:00;24;1;0;24;0.38;
2025-05-22T16:42:13Z00:00;36;1;0;36;0.56;
2025-05-22T16:42:43Z00:00;21;0;0;21;0.33;
2025-05-22T16:43:13Z00:00;61;0;0;61;0.95;
2025-05-22T16:43:43Z00:00;47;0;0;47;0.73;
2025-05-22T16:44:13Z00:00;32;0;0;32;0.50;
2025-05-22T16:44:43Z00:00;17;1;0;17;0.27;
2025-05-22T16:45:13Z00:00;20;1;0;20;0.31;
2025-05-22T16:45:43Z00:00;31;0;0;31;0.48;
2025-05-22T16:46:13Z00:00;33;0;0;33;0.52;
2025-05-22T16:46:43Z00:00;73;0;0;73;1.14;
2025-05-22T16:47:13Z00:00;72;0;0;72;1.12;
2025-05-22T16:47:43Z00:00;106;2;0;106;1.66;
2025-05-22T16:48:13Z00:00;27;2;0;27;0.42;
2025-05-22T16:48:43Z00:00;42;1;0;42;0.66;
2025-05-22T16:49:13Z00:00;29;0;0;29;0.45;
2025-05-22T16:49:43Z00:00;14;0;0;14;0.22;
2025-05-22T16:50:13Z00:00;21;10;0;21;0.33;
2025-05-22T16:50:43Z00:00;30;0;0;30;0.47;
2025-05-22T16:51:13Z00:00;30;0;0;30;0.47;
2025-05-22T16:51:43Z00:00;38;9;0;37;0.58;
2025-05-22T16:52:13Z00:00;35;1;0;35;0.55;
2025-05-22T16:52:43Z00:00;14;0;0;14;0.22;
2025-05-22T16:53:13Z00:00;20;0;0;20;0.31;
2025-05-22T16:53:43Z00:00;78;0;0;78;1.22;
2025-05-22T16:54:13Z00:00;23;0;0;23;0.36;
2025-05-22T16:54:43Z00:00;38;0;0;38;0.59;
2025-05-22T16:55:13Z00:00;26;0;0;26;0.41;
2025-05-22T16:55:43Z00:00;27;0;0;27;0.42;
2025-05-22T16:56:13Z00:00;17;7;0;17;0.27;
2025-05-22T16:56:43Z00:00;28;0;0;28;0.44;
2025-05-22T16:57:13Z00:00;24;0;0;24;0.38;
2025-05-22T16:57:43Z00:00;63;32;0;63;0.98;
2025-05-22T16:58:13Z00:00;30;0;0;30;0.47;
2025-05-22T16:58:43Z00:00;81;5;0;81;1.27;
2025-05-22T16:59:13Z00:00;38;0;0;38;0.59;
2025-05-22T16:59:43Z00:00;85;1;0;85;1.33;
2025-05-22T17:00:13Z00:00;48;1;0;48;0.75;
2025-05-22T17:00:43Z00:00;56;0;0;56;0.88;
2025-05-22T17:01:13Z00:00;49;0;0;49;0.77;
2025-05-22T17:01:43Z00:00;28;0;0;28;0.44;
2025-05-22T17:02:13Z00:00;24;5;0;24;0.38;
2025-05-22T17:02:43Z00:00;22;0;0;22;0.34;
2025-05-22T17:03:13Z00:00;23;0;0;23;0.36;
2025-05-22T17:03:43Z00:00;40;5;0;39;0.61;
2025-05-22T17:04:13Z00:00;21;0;0;21;0.33;
2025-05-22T17:04:43Z00:00;26;0;0;26;0.41;
2025-05-22T17:05:13Z00:00;17;0;0;17;0.27;
2025-05-22T17:05:43Z00:00;37;1;0;37;0.58;
2025-05-22T17:06:13Z00:00;25;0;0;25;0.39;
2025-05-22T17:06:43Z00:00;32;0;0;32;0.50;
2025-05-22T17:07:13Z00:00;58;1;0;58;0.91;
2025-05-22T17:07:43Z00:00;30;1;0;30;0.47;
2025-05-22T17:08:13Z00:00;17;0;0;17;0.27;
2025-05-22T17:08:43Z00:00;57;15;0;56;0.88;
2025-05-22T17:09:13Z00:00;19;0;0;19;0.30;
2025-05-22T17:09:43Z00:00;63;83;0;63;0.98;
2025-05-22T17:10:13Z00:00;26;0;0;26;0.41;
2025-05-22T17:10:43Z00:00;30;0;0;30;0.47;
2025-05-22T17:11:13Z00:00;30;0;0;30;0.47;
2025-05-22T17:11:43Z00:00;44;0;0;44;0.69;
2025-05-22T17:12:13Z00:00;30;0;0;30;0.47;
2025-05-22T17:12:43Z00:00;56;1;0;56;0.88;
2025-05-22T17:13:13Z00:00;24;5;0;24;0.38;
2025-05-22T17:13:43Z00:00;33;0;0;33;0.52;
2025-05-22T17:14:13Z00:00;13;0;0;13;0.20;
2025-05-22T17:14:43Z00:00;17;0;0;17;0.27;
2025-05-22T17:15:13Z00:00;20;2;0;20;0.31;
2025-05-22T17:15:43Z00:00;27;0;0;27;0.42;
2025-05-22T17:16:13Z00:00;54;1;0;54;0.84;
2025-05-22T17:16:43Z00:00;27;5;0;27;0.42;
2025-05-22T17:17:13Z00:00;21;7;0;21;0.33;
2025-05-22T17:17:43Z00:00;33;0;0;33;0.52;
2025-05-22T17:18:13Z00:00;20;0;0;20;0.31;
2025-05-22T17:18:43Z00:00;93;1;0;93;1.45;
2025-05-22T17:19:13Z00:00;35;1;0;35;0.55;
2025-05-22T17:19:43Z00:00;38;0;0;38;0.59;
2025-05-22T17:20:13Z00:00;41;0;0;40;0.62;
2025-05-22T17:20:43Z00:00;26;1;0;26;0.41;
2025-05-22T17:21:13Z00:00;18;22;0;18;0.28;
2025-05-22T17:21:43Z00:00;36;0;0;36;0.56;
2025-05-22T17:22:13Z00:00;30;0;0;30;0.47;
2025-05-22T17:22:43Z00:00;29;0;0;29;0.45;
2025-05-22T17:23:13Z00:00;18;10;0;18;0.28;
2025-05-22T17:23:43Z00:00;26;28;0;26;0.41;
2025-05-22T17:24:13Z00:00;15;0;0;15;0.23;
2025-05-22T17:24:43Z00:00;21;0;0;21;0.33;
2025-05-22T17:25:13Z00:00;22;6;0;22;0.34;
2025-05-22T17:25:43Z00:00;31;1;0;31;0.48;
2025-05-22T17:26:13Z00:00;97;3;0;97;1.52;
2025-05-22T17:26:43Z00:00;22;0;0;22;0.34;
2025-05-22T17:27:13Z00:00;23;0;0;23;0.36;
2025-05-22T17:27:43Z00:00;58;12;0;58;0.91;
2025-05-22T17:28:13Z00:00;54;9;0;54;0.84;
2025-05-22T17:28:43Z00:00;83;388;0;83;1.30;
2025-05-22T17:29:13Z00:00;20;0;0;20;0.31;
2025-05-22T17:29:43Z00:00;38;0;0;38;0.59;
2025-05-22T17:30:13Z00:00;18;2;0;18;0.28;
2025-05-22T17:30:43Z00:00;34;0;0;34;0.53;
2025-05-22T17:31:13Z00:00;36;1;0;36;0.56;
2025-05-22T17:31:43Z00:00;32;0;0;32;0.50;
2025-05-22T17:32:13Z00:00;35;1;0;35;0.55;
2025-05-22T17:32:43Z00:00;22;0;0;22;0.34;
2025-05-22T17:33:13Z00:00;16;14;0;16;0.25;
2025-05-22T17:33:43Z00:00;39;0;0;39;0.61;
2025-05-22T17:34:13Z00:00;30;0;0;30;0.47;
2025-05-22T17:34:43Z00:00;41;0;0;41;0.64;
2025-05-22T17:35:13Z00:00;31;0;0;31;0.48;
2025-05-22T17:35:43Z00:00;29;1;0;29;0.45;
2025-05-22T17:36:13Z00:00;23;0;0;23;0.36;
2025-05-22T17:36:43Z00:00;29;0;0;29;0.45;
2025-05-22T17:37:13Z00:00;37;0;0;37;0.58;
2025-05-22T17:37:43Z00:00;22;0;0;22;0.34;
2025-05-22T17:38:13Z00:00;16;1;0;16;0.25;
2025-05-22T17:38:43Z00:00;26;7;0;26;0.41;
2025-05-22T17:39:13Z00:00;24;0;0;24;0.38;
2025-05-22T17:39:43Z00:00;28;0;0;28;0.44;
2025-05-22T17:40:13Z00:00;26;3;0;26;0.41;
2025-05-22T17:40:43Z00:00;29;1;0;29;0.45;
2025-05-22T17:41:13Z00:00;18;1;0;18;0.28;
2025-05-22T17:41:43Z00:00;48;0;0;48;0.75;
2025-05-22T17:42:13Z00:00;34;0;0;34;0.53;
2025-05-22T17:42:43Z00:00;61;0;0;61;0.95;
2025-05-22T17:43:13Z00:00;15;0;0;15;0.23;
2025-05-22T17:43:43Z00:00;19;1;0;19;0.30;
2025-05-22T17:44:13Z00:00;20;4;0;20;0.31;
2025-05-22T17:44:43Z00:00;14;0;0;14;0.22;
2025-05-22T17:45:13Z00:00;28;7;0;28;0.44;
2025-05-22T17:45:43Z00:00;33;0;0;33;0.52;
2025-05-22T17:46:13Z00:00;40;37;0;40;0.62;
2025-05-22T17:46:43Z00:00;23;0;0;23;0.36;
2025-05-22T17:47:13Z00:00;27;0;0;27;0.42;
2025-05-22T17:47:43Z00:00;21;0;0;21;0.33;
2025-05-22T17:48:13Z00:00;24;8;0;24;0.38;
2025-05-22T17:48:43Z00:00;42;0;0;42;0.66;
2025-05-22T17:49:13Z00:00;47;2;0;47;0.73;
2025-05-22T17:49:43Z00:00;21;1;0;21;0.33;
2025-05-22T17:50:13Z00:00;25;1;0;25;0.39;
2025-05-22T17:50:43Z00:00;32;0;0;32;0.50;
2025-05-22T17:51:13Z00:00;41;10;0;40;0.62;
2025-05-22T17:51:43Z00:00;33;0;0;33;0.52;
2025-05-22T17:52:13Z00:00;47;1;0;47;0.73;
2025-05-22T17:52:43Z00:00;24;23;0;24;0.38;
2025-05-22T17:53:13Z00:00;23;11;0;23;0.36;
2025-05-22T17:53:43Z00:00;62;1;0;62;0.97;
2025-05-22T17:54:13Z00:00;38;0;0;38;0.59;
2025-05-22T17:54:43Z00:00;27;0;0;27;0.42;
2025-05-22T17:55:13Z00:00;51;0;0;51;0.80;
2025-05-22T17:55:43Z00:00;48;1;0;48;0.75;
2025-05-22T17:56:13Z00:00;38;0;0;38;0.59;
2025-05-22T17:56:43Z00:00;18;0;0;18;0.28;
2025-05-22T17:57:13Z00:00;21;0;0;21;0.33;
2025-05-22T17:57:43Z00:00;24;0;0;24;0.38;
2025-05-22T17:58:13Z00:00;49;2;0;49;0.77;
2025-05-22T17:58:43Z00:00;36;0;0;36;0.56;
2025-05-22T17:59:13Z00:00;51;0;0;51;0.80;
2025-05-22T17:59:43Z00:00;66;2;0;66;1.03;
2025-05-22T18:00:13Z00:00;34;1;0;34;0.53;
2025-05-22T18:00:43Z00:00;26;1;0;26;0.41;
2025-05-22T18:01:13Z00:00;29;0;0;29;0.45;
2025-05-22T18:01:43Z00:00;25;0;0;25;0.39;
2025-05-22T18:02:13Z00:00;22;11;0;22;0.34;
2025-05-22T18:02:43Z00:00;25;0;0;25;0.39;
2025-05-22T18:03:13Z00:00;25;0;0;25;0.39;
2025-05-22T18:03:43Z00:00;27;2;0;27;0.42;
2025-05-22T18:04:13Z00:00;32;0;0;32;0.50;
2025-05-22T18:04:43Z00:00;18;2;0;18;0.28;
2025-05-22T18:05:13Z00:00;48;0;0;48;0.75;
2025-05-22T18:05:43Z00:00;27;0;0;27;0.42;
2025-05-22T18:06:13Z00:00;23;1;0;23;0.36;
2025-05-22T18:06:43Z00:00;25;0;0;25;0.39;
2025-05-22T18:07:13Z00:00;24;0;0;24;0.38;
2025-05-22T18:07:43Z00:00;21;0;0;21;0.33;
2025-05-22T18:08:13Z00:00;59;7;0;59;0.92;
2025-05-22T18:08:43Z00:00;27;0;0;27;0.42;
2025-05-22T18:09:13Z00:00;44;34;0;44;0.69;
2025-05-22T18:09:43Z00:00;27;0;0;27;0.42;
2025-05-22T18:10:13Z00:00;21;0;0;21;0.33;
2025-05-22T18:10:43Z00:00;27;1;0;27;0.42;
2025-05-22T18:11:13Z00:00;27;0;0;27;0.42;
2025-05-22T18:11:43Z00:00;15;0;0;15;0.23;
2025-05-22T18:12:13Z00:00;26;0;0;26;0.41;
2025-05-22T18:12:43Z00:00;30;1;0;30;0.47;
2025-05-22T18:13:13Z00:00;56;0;0;56;0.88;
2025-05-22T18:13:43Z00:00;19;0;0;19;0.30;
2025-05-22T18:14:13Z00:00;21;0;0;21;0.33;
2025-05-22T18:14:43Z00:00;74;0;0;74;1.16;
2025-05-22T18:15:13Z00:00;19;4;0;19;0.30;
2025-05-22T18:15:43Z00:00;34;1;0;34;0.53;
2025-05-22T18:16:13Z00:00;51;9;0;51;0.80;
2025-05-22T18:16:43Z00:00;48;0;0;48;0.75;
2025-05-22T18:17:13Z00:00;49;1;0;49;0.77;
2025-05-22T18:17:43Z00:00;22;0;0;22;0.34;
2025-05-22T18:18:13Z00:00;35;0;0;35;0.55;
2025-05-22T18:18:43Z00:00;44;5;0;44;0.69;
2025-05-22T18:19:13Z00:00;33;0;0;33;0.52;
2025-05-22T18:19:43Z00:00;19;0;0;19;0.30;
2025-05-22T18:20:13Z00:00;59;0;0;59;0.92;
2025-05-22T18:20:43Z00:00;98;11;0;98;1.53;
2025-05-22T18:21:13Z00:00;46;5;0;46;0.72;
2025-05-22T18:21:43Z00:00;56;93;0;56;0.88;
2025-05-22T18:22:13Z00:00;48;45;0;48;0.75;
2025-05-22T18:22:43Z00:00;21;0;0;21;0.33;
2025-05-22T18:23:13Z00:00;18;0;0;18;0.28;
2025-05-22T18:23:43Z00:00;42;6;0;42;0.66;
2025-05-22T18:24:13Z00:00;26;0;0;26;0.41;
2025-05-22T18:24:43Z00:00;31;0;0;31;0.48;
2025-05-22T18:25:13Z00:00;23;0;0;23;0.36;
2025-05-22T18:25:43Z00:00;24;1;0;24;0.38;
2025-05-22T18:26:13Z00:00;16;1;0;16;0.25;
2025-05-22T18:26:43Z00:00;94;339;0;94;1.47;
2025-05-22T18:27:13Z00:00;30;0;0;30;0.47;
2025-05-22T18:27:43Z00:00;71;1;0;71;1.11;
2025-05-22T18:28:13Z00:00;23;0;0;23;0.36;
2025-05-22T18:28:43Z00:00;48;0;0;48;0.75;
2025-05-22T18:29:13Z00:00;16;29;0;16;0.25;
2025-05-22T18:29:43Z00:00;14;0;0;14;0.22;
2025-05-22T18:30:13Z00:00;24;0;0;24;0.38;
2025-05-22T18:30:43Z00:00;46;2;0;46;0.72;
2025-05-22T18:31:13Z00:00;37;3;0;37;0.58;
2025-05-22T18:31:43Z00:00;35;0;0;35;0.55;
2025-05-22T18:32:13Z00:00;23;1;0;23;0.36;
2025-05-22T18:32:43Z00:00;18;0;0;18;0.28;
2025-05-22T18:33:13Z00:00;12;0;0;12;0.19;
2025-05-22T18:33:43Z00:00;52;112;0;52;0.81;
2025-05-22T18:34:13Z00:00;28;4;0;28;0.44;
2025-05-22T18:34:43Z00:00;21;1;0;21;0.33;
2025-05-22T18:35:13Z00:00;28;0;0;28;0.44;
2025-05-22T18:35:43Z00:00;28;0;0;28;0.44;
2025-05-22T18:36:13Z00:00;40;4;0;40;0.62;
2025-05-22T18:36:43Z00:00;22;0;0;22;0.34;
2025-05-22T18:37:13Z00:00;94;317;0;94;1.47;
2025-05-22T18:37:43Z00:00;24;1;0;24;0.38;
2025-05-22T18:38:13Z00:00;23;0;0;23;0.36;
2025-05-22T18:38:43Z00:00;56;0;0;56;0.88;
2025-05-22T18:39:13Z00:00;19;1;0;19;0.30;
2025-05-22T18:39:43Z00:00;18;0;0;18;0.28;
2025-05-22T18:40:13Z00:00;34;0;0;34;0.53;
2025-05-22T18:40:43Z00:00;42;1;0;42;0.66;
2025-05-22T18:41:13Z00:00;21;1;0;21;0.33;
2025-05-22T18:41:43Z00:00;26;0;0;26;0.41;
2025-05-22T18:42:13Z00:00;18;6;0;18;0.28;
2025-05-22T18:42:43Z00:00;20;0;0;20;0.31;
2025-05-22T18:43:13Z00:00;31;1;0;31;0.48;
2025-05-22T18:43:43Z00:00;45;0;0;45;0.70;
2025-05-22T18:44:13Z00:00;61;5;0;61;0.95;
2025-05-22T18:44:43Z00:00;37;0;0;37;0.58;
2025-05-22T18:45:13Z00:00;21;0;0;21;0.33;
2025-05-22T18:45:43Z00:00;29;1;0;29;0.45;
2025-05-22T18:46:13Z00:00;51;4;0;51;0.80;
2025-05-22T18:46:43Z00:00;44;0;0;44;0.69;
2025-05-22T18:47:13Z00:00;35;1;0;35;0.55;
2025-05-22T18:47:43Z00:00;23;6;0;23;0.36;
2025-05-22T18:48:13Z00:00;33;0;0;33;0.52;
2025-05-22T18:48:43Z00:00;29;0;0;29;0.45;
2025-05-22T18:49:13Z00:00;26;1;0;26;0.41;
2025-05-22T18:49:43Z00:00;21;0;0;21;0.33;
2025-05-22T18:50:13Z00:00;27;0;0;27;0.42;
2025-05-22T18:50:43Z00:00;39;0;0;39;0.61;
2025-05-22T18:51:13Z00:00;23;0;0;23;0.36;
2025-05-22T18:51:43Z00:00;38;0;0;38;0.59;
2025-05-22T18:52:13Z00:00;60;1;0;60;0.94;
2025-05-22T18:52:43Z00:00;22;0;0;22;0.34;
2025-05-22T18:53:13Z00:00;19;0;0;19;0.30;
2025-05-22T18:53:43Z00:00;46;44;0;46;0.72;
2025-05-22T18:54:13Z00:00;18;1;0;18;0.28;
2025-05-22T18:54:43Z00:00;30;48;0;30;0.47;
2025-05-22T18:55:13Z00:00;20;0;0;20;0.31;
2025-05-22T18:55:43Z00:00;31;0;0;31;0.48;
2025-05-22T18:56:13Z00:00;34;0;0;34;0.53;
2025-05-22T18:56:43Z00:00;45;0;0;45;0.70;
2025-05-22T18:57:13Z00:00;21;0;0;21;0.33;
2025-05-22T18:57:43Z00:00;38;11;0;38;0.59;
2025-05-22T18:58:13Z00:00;27;1;0;27;0.42;
2025-05-22T18:58:43Z00:00;65;0;0;65;1.02;
2025-05-22T18:59:13Z00:00;15;11;0;15;0.23;
2025-05-22T18:59:43Z00:00;20;0;0;20;0.31;
2025-05-22T19:00:13Z00:00;24;0;0;24;0.38;
2025-05-22T19:00:43Z00:00;44;2;0;44;0.69;
2025-05-22T19:01:13Z00:00;34;2;0;34;0.53;
2025-05-22T19:01:43Z00:00;31;0;0;31;0.48;
2025-05-22T19:02:13Z00:00;53;5;0;53;0.83;
2025-05-22T19:02:43Z00:00;18;0;0;18;0.28;
2025-05-22T19:03:13Z00:00;15;1;0;15;0.23;
2025-05-22T19:03:43Z00:00;65;76;0;65;1.02;
2025-05-22T19:04:13Z00:00;30;0;0;30;0.47;
2025-05-22T19:04:43Z00:00;43;0;0;43;0.67;
2025-05-22T19:05:13Z00:00;35;0;0;35;0.55;
2025-05-22T19:05:43Z00:00;30;3;0;30;0.47;
2025-05-22T19:06:13Z00:00;22;3;0;22;0.34;
2025-05-22T19:06:43Z00:00;43;0;0;43;0.67;
2025-05-22T19:07:13Z00:00;23;0;0;23;0.36;
2025-05-22T19:07:43Z00:00;21;0;0;21;0.33;
2025-05-22T19:08:13Z00:00;18;0;0;18;0.28;
2025-05-22T19:08:43Z00:00;80;225;0;80;1.25;
2025-05-22T19:09:13Z00:00;19;4;0;19;0.30;
2025-05-22T19:09:43Z00:00;24;1;0;24;0.38;
2025-05-22T19:10:13Z00:00;24;10;0;24;0.38;
2025-05-22T19:10:43Z00:00;34;1;0;34;0.53;
2025-05-22T19:11:13Z00:00;30;2;0;30;0.47;
2025-05-22T19:11:43Z00:00;18;0;0;18;0.28;
2025-05-22T19:12:13Z00:00;19;0;0;19;0.30;
2025-05-22T19:12:43Z00:00;16;0;0;16;0.25;
2025-05-22T19:13:13Z00:00;16;0;0;16;0.25;
2025-05-22T19:13:43Z00:00;44;0;0;44;0.69;
2025-05-22T19:14:13Z00:00;14;0;0;14;0.22;
2025-05-22T19:14:43Z00:00;18;0;0;18;0.28;
2025-05-22T19:15:13Z00:00;29;0;0;29;0.45;
2025-05-22T19:15:43Z00:00;27;1;0;27;0.42;
2025-05-22T19:16:13Z00:00;52;1;0;52;0.81;
2025-05-22T19:16:43Z00:00;21;0;0;21;0.33;
2025-05-22T19:17:13Z00:00;61;0;0;61;0.95;
2025-05-22T19:17:43Z00:00;12;0;0;12;0.19;
2025-05-22T19:18:13Z00:00;23;0;0;23;0.36;
2025-05-22T19:18:43Z00:00;27;0;0;27;0.42;
2025-05-22T19:19:13Z00:00;19;0;0;19;0.30;
2025-05-22T19:19:43Z00:00;31;12;0;31;0.48;
2025-05-22T19:20:13Z00:00;26;2;0;26;0.41;
2025-05-22T19:20:43Z00:00;39;37;0;39;0.61;
2025-05-22T19:21:13Z00:00;39;17;0;39;0.61;
2025-05-22T19:21:43Z00:00;48;1;0;48;0.75;
2025-05-22T19:22:13Z00:00;66;156;0;66;1.03;
2025-05-22T19:22:43Z00:00;46;8;0;46;0.72;
2025-05-22T19:23:13Z00:00;28;3;0;28;0.44;
2025-05-22T19:23:43Z00:00;17;0;0;17;0.27;
2025-05-22T19:24:13Z00:00;23;0;0;23;0.36;
